store_name,address,nickname,content,cleaned_content,tokenized_words,sentiment,sentiment_score
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,칼만라인,"시흥프리미엄아울렛! 무더운 여름철에 방문해도 좋은 이유!실내 S-mall 정말 시원함!실내 주차 가능, 에스몰 내부 앉을 자리가 많고 유니클로, 무신사, 다이소등만 구경한다면 실내에서만 머물다 갈 수도 있음.1. 야외 공간도 그늘이 많고 매장만 들어가면 시원해서 구경하고 나들이겸 방문하기 좋음2. 반려견 동반 가능식당등이 많아서 반려견과 함께 오셔도 좋음3. 식당가와 카페 등 다양한 먹거리등도 있어서 좋고 아울렛 대형 매장들 나이키 및 기타 브랜드들 꾸준하게 신상 업데이트 잘 되어서 좋음4. 에스몰 2층 다이소는 정말 크고 구경할게 많아서 구경해볼만 함! 같은층에 오크베리 있으니 한번 드셔보셔도 좋음!5. 시흥프리미엄아울렛 서울 및 수도권에서 가기좋은 아울렛 강추!","시흥프리미엄아울렛! 무더운 여름철에 방문해도 좋은 이유!실내 Small 정말 시원함!실내 주차 가능, 에스몰 내부 앉을 자리가 많고 유니클로, 무신사, 다이소등만 구경한다면 실내에서만 머물다 갈 수도 있음.1. 야외 공간도 그늘이 많고 매장만 들어가면 시원해서 구경하고 나들이겸 방문하기 좋음2. 반려견 동반 가능식당등이 많아서 반려견과 함께 오셔도 좋음3. 식당가와 카페 등 다양한 먹거리등도 있어서 좋고 아울렛 대형 매장들 나이키 및 기타 브랜드들 꾸준하게 신상 업데이트 잘 되어서 좋음4. 에스몰 2층 다이소는 정말 크고 구경할게 많아서 구경해볼만 함! 같은층에 오크베리 있으니 한번 드셔보셔도 좋음!5. 시흥프리미엄아울렛 서울 및 수도권에서 가기좋은 아울렛 강추!","['시흥', '프리미엄', '아울렛', '무덥다', '여름철', '방문', '좋다', '이유', '실내', '정말', '시원하다', '실내', '주차', '가능', '에스', '내부', '자리', '많다', '유니클로', '다이소', '구경', '실내', '수도', '있다', '야외', '공간', '그늘', '많다', '매장', '시원하다', '구경', '나들이', '방문', '좋다', '반려견', '동반', '가능', '많다', '반려견', '좋다', '식당가', '카페', '다양하다', '먹거리', '있다', '좋다', '아울렛', '대형', '매장', '나이키', '기타', '브랜드', '꾸준하다', '신상', '업데이트', '좋다', '에스', '다이소', '정말', '구경', '많다', '구경', '같다', '오크', '베리', '있다', '한번', '좋다', '시흥', '프리미엄', '아울렛', '서울', '수도권', '가기', '좋다', '아울렛', '강추']",Positive,0.9522674679756165
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,ss z,.,.,[],Negative,0.6441146731376648
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,sum****,Good,Good,[],Positive,0.9330235719680786
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,sup****,크고 종류가다양해서 구경하기좋아요,크고 종류가다양해서 구경하기좋아요,"['종류', '다양하다', '구경', '좋다']",Positive,0.963105320930481
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,열정리아,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,pei****,맛있어요,맛있어요,['맛있다'],Positive,0.9722048044204712
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,하루햇살8,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,슈스리,주말이라 사람이 많았지만 주차자리도 많고 아기 시설도 잘 되어 있어 좋았어요.식당 푸드코트?에 환기가 잘 안되는지 매운 불냄새가 나서 좀 힘들었어요.,주말이라 사람이 많았지만 주차자리도 많고 아기 시설도 잘 되어 있어 좋았어요.식당 푸드코트?에 환기가 잘 안되는지 매운 불냄새가 나서 좀 힘들었어요.,"['주말', '사람', '많다', '주차', '많다', '아기', '시설', '있다', '좋다', '식당', '푸드코트', '환기', '안되다', '맵다', '냄새', '힘들다']",Positive,0.8755344152450562
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,오늘이마지막인것처럼o,할인행사로 케리어 구매했어요!!,할인행사로 케리어 구매했어요!!,"['할인', '행사', '케리', '구매']",Positive,0.9503366947174072
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,Jenny5343,자주가는데 물건 많어요,자주가는데 물건 많어요,"['물건', '많다']",Positive,0.9728574156761169
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,레오레아138,음식이 맛있고 자리도 넓고 쾌적해요..!,음식이 맛있고 자리도 넓고 쾌적해요..!,"['음식', '맛있다', '자리', '넓다', '쾌적하다']",Positive,0.9706321954727173
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,지니0915,좋아요ㅎㅎ,좋아요ㅎㅎ,['좋다'],Positive,0.9668410420417786
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,84릴리,👍🏻,,[],Neutral,0.0
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,소리를 울리는 소울 도치,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,DALBIT,아울렛 내 푸드코트에서 대림상회 식당 너무 친절하세요해물볶음밥이랑 크림새우 너무 맛있었고 밥이 약간 짰는데 너무 친절히 밥추가해서 다시 볶아주셨어요맛있게 잘먹고 기분 좋아서 찾아서 리뷰 적어요 사장님 번창하시길~,아울렛 내 푸드코트에서 대림상회 식당 너무 친절하세요해물볶음밥이랑 크림새우 너무 맛있었고 밥이 약간 짰는데 너무 친절히 밥추가해서 다시 볶아주셨어요맛있게 잘먹고 기분 좋아서 찾아서 리뷰 적어요 사장님 번창하시길,"['아울렛', '푸드코트', '대림', '상회', '식당', '친절하다', '해물', '볶음밥', '크림', '새우', '맛있다', '약간', '친절하다', '추가', '다시', '맛있다', '기분', '좋다', '리뷰', '사장', '번창']",Positive,0.9730231761932373
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,Ashley2792,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,오롱퐁포,오랜만에 안경 구매했습니다><디자이너 안경!!마음에 드는 걸 골라서 행복합니다!,오랜만에 안경 구매했습니다디자이너 안경!!마음에 드는 걸 골라서 행복합니다!,"['안경', '구매', '디자이너', '안경', '마음', '행복하다']",Positive,0.9723936915397644
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,hyl****,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,wnt****,품질 좋아요,품질 좋아요,"['품질', '좋다']",Positive,0.9660981297492981
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,tigger916,캐필렌만 3장 구매했네요.세일 중이라 가격 좋아용~,캐필렌만 3장 구매했네요.세일 중이라 가격 좋아용,"['캐필렌', '구매', '중이', '가격', '좋다']",Positive,0.9689268469810486
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,yseo22,👕👖,,[],Neutral,0.0
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,che****,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,함박꽃ㅇㅇ,신세계아울렛에 갔는데 시흥에 사는 사람이 모두 모인 듯인산인해였다.맛있는 빵과 아이스아메리카노 한 잔하고 빅세일하는 탑텐 아동복코너에서 반팔티와 반바지를 사왔다.,신세계아울렛에 갔는데 시흥에 사는 사람이 모두 모인 듯인산인해였다.맛있는 빵과 아이스아메리카노 한 잔하고 빅세일하는 탑텐 아동복코너에서 반팔티와 반바지를 사왔다.,"['신세계', '아울렛', '시흥', '사람', '모두', '인산인해', '맛있다', '아이스', '아메리카노', '아동복', '코너', '반바지']",Negative,0.5303784608840942
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,까칠한아주,저렴하게 구입했어요.,저렴하게 구입했어요.,"['저렴하다', '구입']",Positive,0.9656842947006226
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,사먹는주은,타임세일해서 추가30프로 할인받아서 득템했어요,타임세일해서 추가30프로 할인받아서 득템했어요,"['타임세일', '추가', '프로', '할인', '득템']",Positive,0.9173945188522339
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,아하하헤헤호호,주말에 잘 안가는데 세일 많이해서 들렀어용,주말에 잘 안가는데 세일 많이해서 들렀어용,['주말'],Positive,0.9256794452667236
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,che****,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,까칠한아주,저렴하게 구입했어요,저렴하게 구입했어요,"['저렴하다', '구입']",Positive,0.9627768397331238
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,kkw****,시흥에도 아울렛 있다,시흥에도 아울렛 있다,"['시흥', '아울렛', '있다']",Positive,0.8823980689048767
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,아트몽,ㅇㅇ,ㅇㅇ,[],Positive,0.7879194617271423
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,yseo22,👦🏻👕,,[],Neutral,0.0
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,GrayHair,조화 수국이지만 화사하네요,조화 수국이지만 화사하네요,"['조화', '수국', '화사하다']",Positive,0.970085084438324
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,my mini,ㆍ,,[],Neutral,0.0
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,ims****,너무 맛있어요~~,너무 맛있어요,['맛있다'],Positive,0.9733361601829529
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,로또1등될단지,팩토리 스토어? 거기서 아이 옷 싸게 잘샀어요~추가 20%되니 좋네요,팩토리 스토어? 거기서 아이 옷 싸게 잘샀어요추가 20되니 좋네요,"['팩토리', '스토어', '거기', '아이', '추가', '좋다']",Positive,0.9687826037406921
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,그럼이만총총총총,아디다스에서 구매했어요제품설명 친절하게 해주신 아름다우신여성직원분 최고의 서비스 감사해요!성함을몰라서 죄송해요기분좋아지는쇼핑이였습니다!아디다스 할인많이하고 있어서아주저렴해요! 다들 신시아로 고고,아디다스에서 구매했어요제품설명 친절하게 해주신 아름다우신여성직원분 최고의 서비스 감사해요!성함을몰라서 죄송해요기분좋아지는쇼핑이였습니다!아디다스 할인많이하고 있어서아주저렴해요! 다들 신시아로 고고,"['아디다스', '구매', '제품', '설명', '친절하다', '아름답다', '여성', '직원', '최고', '서비스', '성함', '죄송하다', '기분', '쇼핑', '아디다스', '할인', '많다', '있다', '아주', '저렴하다', '시아', '고고']",Positive,0.9738227128982544
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,내사랑a나칸쵸,남편 반팔티샀어용!이쁘게 입었으면 좋겠네요ㅎ,남편 반팔티샀어용!이쁘게 입었으면 좋겠네요ㅎ,"['남편', '이쁘다', '좋다']",Positive,0.9382829666137695
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,버거샌드,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,sgoon95,적당한 가격에 한상 느낌을. 받을수 있어서 좋았어요,적당한 가격에 한상 느낌을. 받을수 있어서 좋았어요,"['적당하다', '가격', '느낌', '있다', '좋다']",Positive,0.9717702865600586
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,FaLL,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,또도라다녀,친절해요,친절해요,['친절하다'],Positive,0.9661136269569397
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,1더하기1은귀요미,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,아하하헤헤호호,아울렛은 평일에!,아울렛은 평일에!,"['아울렛', '평일']",Negative,0.800966739654541
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,폭풍드리블,너무 맛있고 아이들이좋아합니다.,너무 맛있고 아이들이좋아합니다.,"['맛있다', '아이', '좋아하다']",Positive,0.9726338386535645
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,내가짱짱이다,할인상품 구입하기 좋아요,할인상품 구입하기 좋아요,"['할인', '상품', '구입', '좋다']",Positive,0.9589299559593201
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,sup****,바깓매장에 할인제품이 있어요,바깓매장에 할인제품이 있어요,"['바깓매장', '할인', '제품', '있다']",Positive,0.508122444152832
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,김찐찐11,좋아요,좋아요,['좋다'],Positive,0.9396566152572632
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,Coew,공차 넘 맛있고 남자사장님하구 직원들 짱 친절해융앞에서 쉐킷쉐킷 열심히 흔들어주셔서 음료수가 짱 시원하고 잘 섞여서 맛있어용,공차 넘 맛있고 남자사장님하구 직원들 짱 친절해융앞에서 쉐킷쉐킷 열심히 흔들어주셔서 음료수가 짱 시원하고 잘 섞여서 맛있어용,"['공차', '맛있다', '남자', '사장', '직원', '친절하다', '융앞', '쉐킷쉐킷', '음료수', '시원하다', '맛있다']",Positive,0.9723742008209229
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,인천홍여사,굿,굿,[],Positive,0.9277362823486328
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,mim****,사람들도많고 쇼핑하기좋네요,사람들도많고 쇼핑하기좋네요,"['사람', '많다', '쇼핑', '좋다']",Positive,0.9660579562187195
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,영블리95,세일하는게 많아서 구경하기도 좋고 출출할때 먹을 음식들도 많아서 너무 좋ㄴ았어요.,세일하는게 많아서 구경하기도 좋고 출출할때 먹을 음식들도 많아서 너무 좋ㄴ았어요.,"['많다', '구경', '좋다', '출출하다', '음식', '많다', '좋다']",Positive,0.971580445766449
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,있을법한모든것,폴로 매장에서 반팔 셔츠 구매,폴로 매장에서 반팔 셔츠 구매,"['폴로', '매장', '셔츠', '구매']",Negative,0.8401133418083191
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,로또1등될단지,아이 모자 싸게 잘샀어요~~,아이 모자 싸게 잘샀어요,"['아이', '모자']",Positive,0.9663387537002563
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,헤세칠이오,상품 종류가 다양해서 선택폭이 넓어 좋고 친절해요,상품 종류가 다양해서 선택폭이 넓어 좋고 친절해요,"['상품', '종류', '다양하다', '선택', '넓다', '좋다', '친절하다']",Positive,0.96817946434021
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,airborn8011,사당에서 30분에서 40분 거리 위치하고쇼핑하기 좋고 나들이 하기도 좋습니다.,사당에서 30분에서 40분 거리 위치하고쇼핑하기 좋고 나들이 하기도 좋습니다.,"['사당', '거리', '위치', '쇼핑', '좋다', '나들이', '좋다']",Positive,0.9604309797286987
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,먀아아냥,"다이소,유니클로,무신사스탠다드가 들어와서 더 좋아진 것 같아요 다이소는 매장도 크고 종류도 많아요 무신사스탠다드는 6월20일 오픈이고 빨리 오픈 했으면 좋겠네요 😊","다이소,유니클로,무신사스탠다드가 들어와서 더 좋아진 것 같아요 다이소는 매장도 크고 종류도 많아요 무신사스탠다드는 6월20일 오픈이고 빨리 오픈 했으면 좋겠네요","['다이소', '유니클로', '스탠다드', '같다', '다이소', '매장', '종류', '많다', '스탠다드', '오픈', '오픈', '좋다']",Positive,0.9399006962776184
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,HaPpY,직원분이 아주 친절했어요. 추천도 잘 해주셨어요.,직원분이 아주 친절했어요. 추천도 잘 해주셨어요.,"['직원', '아주', '친절하다', '추천']",Positive,0.9724878072738647
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,고양고양귀여워,주말 저녁 7시쯤와도 한산해 쇼핑하기 좋은 곳~ 할인행사시 방문해보시길~,주말 저녁 7시쯤와도 한산해 쇼핑하기 좋은 곳 할인행사시 방문해보시길,"['주말', '저녁', '한산하다', '쇼핑', '좋다', '할인', '행사', '방문']",Positive,0.9136698246002197
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,blacknjean,다음에도 또 가고 싶어요~,다음에도 또 가고 싶어요,['다음'],Positive,0.9737101197242737
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,양주환22,👍,,[],Neutral,0.0
시흥프리미엄아울렛,경기 시흥시 서해안로 699 시흥프리미엄아울렛,zidn mun,어버이날 선물로 리바이스 방문 했습니다. 아울렛이라 행사는 어딜가도 기본적으로 저렴하게 구매 할 수 있어서 너므 좋습니다. 시설도 예쁘고 식당가도 잘 되어있어서 가족단위 방문 너무 좋아요,어버이날 선물로 리바이스 방문 했습니다. 아울렛이라 행사는 어딜가도 기본적으로 저렴하게 구매 할 수 있어서 너므 좋습니다. 시설도 예쁘고 식당가도 잘 되어있어서 가족단위 방문 너무 좋아요,"['어버이날', '선물', '리바이스', '방문', '아울렛', '행사', '가도', '기본', '저렴하다', '구매', '있다', '너므', '좋다', '시설', '예쁘다', '식당가', '가족', '단위', '방문', '좋다']",Positive,0.9707870483398438
